Campaign_ID,Campaign_Name,Platform,Objective,Ad_Type,Audience_Age,Audience_Gender,Device,Country,Date,Week,Month,Quarter,Year,Impressions,Reach,Clicks,Spend,Conversions,Revenue,CTR,CPC,CPM,Conversion_Rate,CPA,ROAS,ROI
CID1329,Lead Generation Max,Facebook,Awareness,Video,35-44,Male,Mobile,USA,2024-04-11,15,4,2,2024,14270,6589,775,127.23,16,1256.24,5.43,0.16,8.92,2.06,7.95,9.87,887.38
CID1330,Brand Awareness Boost,Facebook,Sales,Image,18-24,Female,Mobile,USA,2024-10-18,42,10,4,2024,41887,18004,1225,236.76,207,25301.65,2.92,0.19,5.65,16.9,1.14,106.87,10586.62
CID1331,Lead Generation Max,Facebook,Sales,Video,35-44,Male,Mobile,USA,2024-09-30,40,9,3,2024,9806,6904,342,257.15,13,713.38,3.49,0.75,26.22,3.8,19.78,2.77,177.42
CID1332,Conversion Accelerator,Facebook,Leads,Story,18-24,Male,Mobile,USA,2024-05-20,21,5,2,2024,16091,13147,478,119.0,11,1216.71,2.97,0.25,7.4,2.3,10.82,10.22,922.45
CID1333,Website Traffic Growth,Facebook,Traffic,Image,25-34,Male,Mobile,USA,2024-01-26,4,1,1,2024,45352,27738,451,49.93,94,10366.63,0.99,0.11,1.1,20.84,0.53,207.62,20662.33
CID1334,Retargeting Strategy,Facebook,Sales,Video,35-44,Male,Desktop,USA,2024-08-20,34,8,3,2024,2584,1582,54,225.92,12,493.43,2.09,4.18,87.43,22.22,18.83,2.18,118.41
CID1335,Lead Generation Max,Instagram,Sales,Image,35-44,Mixed,Mobile,USA,2024-12-14,50,12,4,2024,23947,11106,1069,350.42,106,7080.38,4.46,0.33,14.63,9.92,3.31,20.21,1920.54
CID1336,Website Traffic Growth,Instagram,Sales,Carousel,18-24,Male,Mobile,USA,2024-11-15,46,11,4,2024,18076,8048,340,128.49,39,1929.08,1.88,0.38,7.11,11.47,3.29,15.01,1401.35
CID1337,Summer Promo Blast,Instagram,Sales,Video,35-44,Female,Desktop,USA,2024-07-21,29,7,3,2024,28935,19846,1456,238.75,95,4108.58,5.03,0.16,8.25,6.52,2.51,17.21,1620.87
CID1338,Summer Promo Blast,Instagram,Awareness,Image,35-44,Male,Desktop,USA,2024-03-08,10,3,1,2024,33860,22618,2305,13.96,469,32947.46,6.81,0.01,0.41,20.35,0.03,2360.13,235913.32
CID1339,Conversion Accelerator,Facebook,Sales,Image,25-34,Male,Mobile,USA,2024-04-16,16,4,2,2024,5426,3676,69,302.71,13,1632.11,1.27,4.39,55.79,18.84,23.29,5.39,439.17
CID1340,Website Traffic Growth,Facebook,Awareness,Story,18-24,Female,Mobile,USA,2024-05-14,20,5,2,2024,41031,25162,1047,174.86,140,4123.25,2.55,0.17,4.26,13.37,1.25,23.58,2258.03
CID1341,Lead Generation Max,Instagram,Traffic,Carousel,18-24,Female,Desktop,USA,2024-11-12,46,11,4,2024,29634,18856,2314,353.31,268,24003.07,7.81,0.15,11.92,11.58,1.32,67.94,6693.77
CID1342,Conversion Accelerator,Instagram,Leads,Story,25-34,Male,Mobile,USA,2024-12-25,52,12,4,2024,32874,28612,938,432.35,230,15046.8,2.85,0.46,13.15,24.52,1.88,34.8,3380.24
CID1343,Website Traffic Growth,Facebook,Awareness,Image,18-24,Mixed,Desktop,USA,2024-11-05,45,11,4,2024,5032,3887,276,215.17,46,5903.95,5.48,0.78,42.76,16.67,4.68,27.44,2643.85
CID1344,Lead Generation Max,Facebook,Sales,Image,35-44,Female,Desktop,USA,2024-02-12,7,2,1,2024,11198,7566,326,446.22,66,6518.58,2.91,1.37,39.85,20.25,6.76,14.61,1360.84
CID1345,Summer Promo Blast,Facebook,Sales,Carousel,18-24,Female,Desktop,USA,2024-02-19,8,2,1,2024,31675,13894,825,252.17,112,9536.7,2.6,0.31,7.96,13.58,2.25,37.82,3681.85
CID1346,Holiday Mega Sale,Facebook,Traffic,Story,35-44,Male,Desktop,USA,2024-12-08,49,12,4,2024,42778,26002,1008,239.41,208,5908.51,2.36,0.24,5.6,20.63,1.15,24.68,2367.95
CID1347,Conversion Accelerator,Facebook,Traffic,Carousel,25-34,Mixed,Mobile,USA,2024-10-02,40,10,4,2024,24364,21791,164,30.44,13,1435.53,0.67,0.19,1.25,7.93,2.34,47.16,4615.93
CID1348,Website Traffic Growth,Facebook,Leads,Image,25-34,Male,Mobile,USA,2024-03-15,11,3,1,2024,40095,30733,2583,432.27,381,20305.52,6.44,0.17,10.78,14.75,1.13,46.97,4597.42
CID1349,Website Traffic Growth,Instagram,Traffic,Story,25-34,Male,Desktop,USA,2024-08-30,35,8,3,2024,25409,15995,1361,324.98,142,15925.28,5.36,0.24,12.79,10.43,2.29,49.0,4800.39
CID1350,Holiday Mega Sale,Facebook,Traffic,Image,35-44,Mixed,Mobile,USA,2024-05-23,21,5,2,2024,10265,4456,436,469.04,96,13589.23,4.25,1.08,45.69,22.02,4.89,28.97,2797.24
CID1351,Retargeting Strategy,Facebook,Awareness,Video,18-24,Male,Desktop,USA,2024-11-19,47,11,4,2024,11446,5421,688,203.46,127,9960.04,6.01,0.3,17.78,18.46,1.6,48.95,4795.33
CID1352,Lead Generation Max,Facebook,Leads,Video,18-24,Male,Desktop,USA,2024-09-30,40,9,3,2024,30984,21808,2158,458.91,268,37147.7,6.96,0.21,14.81,12.42,1.71,80.95,7994.77
CID1353,Lead Generation Max,Facebook,Leads,Carousel,18-24,Mixed,Mobile,USA,2024-08-19,34,8,3,2024,28436,21975,2112,69.83,283,13422.08,7.43,0.03,2.46,13.4,0.25,192.21,19121.08
CID1354,Conversion Accelerator,Instagram,Leads,Image,18-24,Mixed,Desktop,USA,2024-08-01,31,8,3,2024,15587,9547,136,127.12,18,370.93,0.87,0.93,8.16,13.24,7.06,2.92,191.8
CID1355,Retargeting Strategy,Facebook,Traffic,Story,25-34,Male,Desktop,USA,2024-10-28,44,10,4,2024,20810,14311,556,339.0,129,7520.35,2.67,0.61,16.29,23.2,2.63,22.18,2118.39
CID1356,New Product Launch,Instagram,Leads,Story,25-34,Mixed,Mobile,USA,2024-07-22,30,7,3,2024,16026,7656,783,168.65,84,3066.2,4.89,0.22,10.52,10.73,2.01,18.18,1718.08
CID1357,Conversion Accelerator,Instagram,Sales,Carousel,18-24,Mixed,Mobile,USA,2024-10-06,40,10,4,2024,49146,27978,1331,302.84,121,14420.44,2.71,0.23,6.16,9.09,2.5,47.62,4661.74
CID1358,Lead Generation Max,Facebook,Sales,Video,18-24,Male,Desktop,USA,2024-03-29,13,3,1,2024,21407,9404,1419,246.36,319,12703.45,6.63,0.17,11.51,22.48,0.77,51.56,5056.46
CID1359,Summer Promo Blast,Facebook,Awareness,Carousel,25-34,Male,Desktop,USA,2024-05-02,18,5,2,2024,36017,25277,2004,94.39,191,22808.4,5.56,0.05,2.62,9.53,0.49,241.64,24064.0
CID1360,Retargeting Strategy,Instagram,Traffic,Image,25-34,Female,Mobile,USA,2024-09-03,36,9,3,2024,16859,14726,1207,389.29,116,4942.27,7.16,0.32,23.09,9.61,3.36,12.7,1169.56
CID1361,Conversion Accelerator,Facebook,Sales,Story,18-24,Mixed,Desktop,USA,2024-08-11,32,8,3,2024,30879,18381,745,465.22,115,14791.57,2.41,0.62,15.07,15.44,4.05,31.79,3079.48
CID1362,Holiday Mega Sale,Instagram,Awareness,Video,25-34,Mixed,Mobile,USA,2024-05-15,20,5,2,2024,38563,20592,2107,387.24,265,29356.13,5.46,0.18,10.04,12.58,1.46,75.81,7480.86
CID1363,Lead Generation Max,Instagram,Traffic,Story,35-44,Female,Mobile,USA,2024-08-12,33,8,3,2024,3785,2470,197,160.86,39,1138.04,5.2,0.82,42.5,19.8,4.12,7.07,607.47
CID1364,Retargeting Strategy,Instagram,Traffic,Story,25-34,Mixed,Desktop,USA,2024-04-25,17,4,2,2024,35854,27046,1107,149.23,240,22053.47,3.09,0.13,4.16,21.68,0.62,147.78,14678.17
CID1365,New Product Launch,Instagram,Traffic,Carousel,35-44,Male,Desktop,USA,2024-11-22,47,11,4,2024,36975,19243,1463,313.35,315,41809.64,3.96,0.21,8.47,21.53,0.99,133.43,13242.79
CID1366,New Product Launch,Facebook,Awareness,Carousel,18-24,Male,Mobile,USA,2024-03-07,10,3,1,2024,42143,25768,1091,30.45,86,1789.73,2.59,0.03,0.72,7.88,0.35,58.78,5777.6
CID1367,New Product Launch,Instagram,Awareness,Video,18-24,Mixed,Mobile,USA,2024-12-05,49,12,4,2024,35303,25554,2553,323.51,136,10915.8,7.23,0.13,9.16,5.33,2.38,33.74,3274.18
CID1368,Retargeting Strategy,Facebook,Sales,Video,35-44,Female,Desktop,USA,2024-05-15,20,5,2,2024,40403,31503,3059,119.41,356,30769.42,7.57,0.04,2.96,11.64,0.34,257.68,25667.88
CID1369,Retargeting Strategy,Instagram,Awareness,Image,25-34,Male,Desktop,USA,2024-09-05,36,9,3,2024,17818,7673,1003,121.81,107,7320.54,5.63,0.12,6.84,10.67,1.14,60.1,5909.8
CID1370,Holiday Mega Sale,Instagram,Sales,Story,35-44,Male,Mobile,USA,2024-10-18,42,10,4,2024,9917,5796,151,125.55,6,378.38,1.52,0.83,12.66,3.97,20.93,3.01,201.38
CID1371,Website Traffic Growth,Instagram,Traffic,Image,25-34,Male,Desktop,USA,2024-06-13,24,6,2,2024,40819,16521,3187,32.14,754,45400.36,7.81,0.01,0.79,23.66,0.04,1412.58,141158.12
CID1372,Lead Generation Max,Instagram,Traffic,Carousel,35-44,Mixed,Mobile,USA,2024-10-20,42,10,4,2024,15127,6403,1044,258.44,202,22916.44,6.9,0.25,17.08,19.35,1.28,88.67,8767.22
CID1373,Lead Generation Max,Instagram,Traffic,Carousel,25-34,Female,Mobile,USA,2024-11-03,44,11,4,2024,32561,15679,420,215.22,36,3128.67,1.29,0.51,6.61,8.57,5.98,14.54,1353.71
CID1374,Website Traffic Growth,Facebook,Awareness,Image,25-34,Male,Desktop,USA,2024-12-20,51,12,4,2024,46780,41641,2827,155.4,436,20827.34,6.04,0.05,3.32,15.42,0.36,134.02,13302.41
CID1375,Retargeting Strategy,Instagram,Leads,Image,35-44,Mixed,Desktop,USA,2024-12-10,50,12,4,2024,24681,17443,1132,492.51,68,7217.6,4.59,0.44,19.96,6.01,7.24,14.65,1365.47
CID1376,Summer Promo Blast,Facebook,Leads,Carousel,18-24,Mixed,Desktop,USA,2024-05-04,18,5,2,2024,20497,16117,1485,285.31,38,3475.97,7.24,0.19,13.92,2.56,7.51,12.18,1118.31
CID1377,Retargeting Strategy,Instagram,Sales,Image,18-24,Male,Mobile,USA,2024-04-07,14,4,2,2024,47674,34872,2882,263.88,293,43146.22,6.05,0.09,5.54,10.17,0.9,163.51,16250.7
CID1378,Lead Generation Max,Instagram,Awareness,Image,25-34,Male,Mobile,USA,2024-04-30,18,4,2,2024,38165,26098,908,452.94,75,9466.46,2.38,0.5,11.87,8.26,6.04,20.9,1990.0
CID1379,Conversion Accelerator,Instagram,Sales,Carousel,25-34,Mixed,Desktop,USA,2024-03-05,10,3,1,2024,2231,1430,36,338.69,6,824.58,1.61,9.41,151.81,16.67,56.45,2.43,143.46
CID1380,Conversion Accelerator,Facebook,Traffic,Video,25-34,Male,Desktop,USA,2024-03-28,13,3,1,2024,3463,3035,229,400.38,24,1049.22,6.61,1.75,115.62,10.48,16.68,2.62,162.06
CID1381,Summer Promo Blast,Instagram,Sales,Story,18-24,Male,Desktop,USA,2024-07-17,29,7,3,2024,38132,24608,2579,48.95,329,35648.55,6.76,0.02,1.28,12.76,0.15,728.26,72726.46
CID1382,Lead Generation Max,Instagram,Awareness,Story,18-24,Mixed,Mobile,USA,2024-09-20,38,9,3,2024,2069,1701,97,373.18,17,1947.16,4.69,3.85,180.37,17.53,21.95,5.22,421.78
CID1383,Conversion Accelerator,Instagram,Traffic,Video,25-34,Mixed,Mobile,USA,2024-07-18,29,7,3,2024,45844,24901,3543,433.96,157,4840.95,7.73,0.12,9.47,4.43,2.76,11.16,1015.53
CID1384,Holiday Mega Sale,Instagram,Leads,Video,35-44,Female,Desktop,USA,2024-02-18,7,2,1,2024,16291,12588,312,418.35,22,646.64,1.92,1.34,25.68,7.05,19.02,1.55,54.57
CID1385,Brand Awareness Boost,Facebook,Awareness,Image,25-34,Male,Mobile,USA,2024-02-23,8,2,1,2024,27253,19666,1967,300.37,104,13791.05,7.22,0.15,11.02,5.29,2.89,45.91,4491.35
CID1386,Brand Awareness Boost,Instagram,Awareness,Video,35-44,Mixed,Desktop,USA,2024-05-31,22,5,2,2024,1310,1001,51,205.93,11,1586.51,3.89,4.04,157.2,21.57,18.72,7.7,670.41
CID1387,Brand Awareness Boost,Instagram,Awareness,Carousel,25-34,Male,Mobile,USA,2024-03-02,9,3,1,2024,23201,16291,975,138.78,69,3957.95,4.2,0.14,5.98,7.08,2.01,28.52,2751.96
CID1388,Lead Generation Max,Instagram,Leads,Video,35-44,Female,Desktop,USA,2024-07-29,31,7,3,2024,26237,22422,2018,241.2,324,18016.67,7.69,0.12,9.19,16.06,0.74,74.7,7369.6
CID1389,New Product Launch,Facebook,Traffic,Image,18-24,Male,Desktop,USA,2024-04-08,15,4,2,2024,46146,35462,1029,136.95,126,13839.23,2.23,0.13,2.97,12.24,1.09,101.05,10005.32
CID1390,New Product Launch,Instagram,Awareness,Story,25-34,Female,Desktop,USA,2024-04-23,17,4,2,2024,16198,14103,1173,228.54,35,1103.57,7.24,0.19,14.11,2.98,6.53,4.83,382.88
CID1391,Summer Promo Blast,Instagram,Awareness,Image,25-34,Mixed,Desktop,USA,2024-01-12,2,1,1,2024,23699,19711,961,75.9,89,9790.13,4.06,0.08,3.2,9.26,0.85,128.99,12798.72
CID1392,Holiday Mega Sale,Instagram,Traffic,Carousel,18-24,Female,Mobile,USA,2024-10-08,41,10,4,2024,44162,21519,1210,143.37,65,8800.91,2.74,0.12,3.25,5.37,2.21,61.39,6038.6
CID1393,Holiday Mega Sale,Facebook,Awareness,Image,35-44,Mixed,Mobile,USA,2024-04-09,15,4,2,2024,10647,6753,623,243.1,45,1057.8,5.85,0.39,22.83,7.22,5.4,4.35,335.13
CID1394,Summer Promo Blast,Facebook,Traffic,Video,25-34,Female,Mobile,USA,2024-10-26,43,10,4,2024,2447,1186,58,176.05,7,719.36,2.37,3.04,71.95,12.07,25.15,4.09,308.61
CID1395,New Product Launch,Instagram,Traffic,Image,18-24,Male,Mobile,USA,2024-06-07,23,6,2,2024,40666,24367,1220,23.36,274,19811.59,3.0,0.02,0.57,22.46,0.09,848.1,84709.89
CID1396,New Product Launch,Facebook,Awareness,Carousel,35-44,Male,Mobile,USA,2024-01-18,3,1,1,2024,26824,17070,773,281.64,137,7791.74,2.88,0.36,10.5,17.72,2.06,27.67,2666.56
CID1397,Website Traffic Growth,Facebook,Traffic,Story,18-24,Female,Desktop,USA,2024-02-25,8,2,1,2024,11235,4951,238,213.17,55,7051.97,2.12,0.9,18.97,23.11,3.88,33.08,3208.14
CID1398,New Product Launch,Instagram,Traffic,Story,18-24,Male,Desktop,USA,2024-01-03,1,1,1,2024,39600,24988,858,124.54,195,23432.29,2.17,0.15,3.14,22.73,0.64,188.15,18715.07
CID1399,Retargeting Strategy,Facebook,Traffic,Story,25-34,Female,Mobile,USA,2024-07-04,27,7,3,2024,1160,841,56,349.91,6,238.89,4.83,6.25,301.65,10.71,58.32,0.68,-31.73
CID1400,Holiday Mega Sale,Facebook,Awareness,Image,35-44,Mixed,Mobile,USA,2024-03-07,10,3,1,2024,24187,19602,196,167.02,13,674.45,0.81,0.85,6.91,6.63,12.85,4.04,303.81
CID1401,Conversion Accelerator,Facebook,Leads,Carousel,25-34,Mixed,Mobile,USA,2024-06-15,24,6,2,2024,42516,23343,309,106.94,23,1271.08,0.73,0.35,2.52,7.44,4.65,11.89,1088.59
CID1402,Retargeting Strategy,Facebook,Traffic,Carousel,25-34,Female,Mobile,USA,2024-12-20,51,12,4,2024,49193,24367,1463,193.91,214,21551.48,2.97,0.13,3.94,14.63,0.91,111.14,11014.17
CID1403,Retargeting Strategy,Facebook,Leads,Image,25-34,Mixed,Desktop,USA,2024-01-28,4,1,1,2024,28018,20731,1813,488.77,392,35850.93,6.47,0.27,17.44,21.62,1.25,73.35,7234.93
CID1404,New Product Launch,Instagram,Traffic,Story,35-44,Male,Desktop,USA,2024-05-04,18,5,2,2024,11503,7159,534,222.76,87,7594.93,4.64,0.42,19.37,16.29,2.56,34.09,3309.47
CID1405,Summer Promo Blast,Facebook,Leads,Image,18-24,Female,Mobile,USA,2024-04-17,16,4,2,2024,18241,9358,345,418.99,83,3052.92,1.89,1.21,22.97,24.06,5.05,7.29,628.64
CID1406,Conversion Accelerator,Facebook,Awareness,Image,18-24,Male,Desktop,USA,2024-03-20,12,3,1,2024,23923,20042,1616,51.64,138,7733.3,6.76,0.03,2.16,8.54,0.37,149.75,14875.41
CID1407,New Product Launch,Instagram,Sales,Image,25-34,Mixed,Desktop,USA,2024-03-17,11,3,1,2024,24796,18443,1420,115.45,318,21232.54,5.73,0.08,4.66,22.39,0.36,183.91,18291.11
CID1408,Holiday Mega Sale,Instagram,Sales,Carousel,18-24,Male,Desktop,USA,2024-06-14,24,6,2,2024,33789,14165,1256,426.2,185,18813.14,3.72,0.34,12.61,14.73,2.3,44.14,4314.16
CID1409,Brand Awareness Boost,Instagram,Leads,Video,35-44,Mixed,Desktop,USA,2024-08-26,35,8,3,2024,44891,26757,303,81.65,24,2383.01,0.67,0.27,1.82,7.92,3.4,29.19,2818.57
CID1410,Conversion Accelerator,Instagram,Awareness,Carousel,18-24,Female,Mobile,USA,2024-10-13,41,10,4,2024,14926,9083,1138,499.61,136,3832.5,7.62,0.44,33.47,11.95,3.67,7.67,667.1
CID1411,Summer Promo Blast,Instagram,Traffic,Carousel,18-24,Female,Mobile,USA,2024-12-19,51,12,4,2024,47918,39731,2450,345.65,452,22460.57,5.11,0.14,7.21,18.45,0.76,64.98,6398.07
CID1412,Summer Promo Blast,Instagram,Leads,Carousel,18-24,Female,Desktop,USA,2024-02-21,8,2,1,2024,42849,29429,1049,468.62,80,2763.04,2.45,0.45,10.94,7.63,5.86,5.9,489.61
CID1413,Lead Generation Max,Instagram,Awareness,Video,25-34,Female,Mobile,USA,2024-10-10,41,10,4,2024,30018,17660,887,180.04,118,5231.16,2.95,0.2,6.0,13.3,1.53,29.06,2805.55
CID1414,Conversion Accelerator,Instagram,Traffic,Carousel,25-34,Mixed,Mobile,USA,2024-08-21,34,8,3,2024,34862,28618,1311,232.13,263,32066.69,3.76,0.18,6.66,20.06,0.88,138.14,13714.11
CID1415,Summer Promo Blast,Facebook,Leads,Carousel,18-24,Female,Mobile,USA,2024-10-02,40,10,4,2024,26003,10502,225,482.12,14,921.59,0.87,2.14,18.54,6.22,34.44,1.91,91.15
CID1416,Holiday Mega Sale,Instagram,Leads,Image,18-24,Female,Desktop,USA,2024-09-10,37,9,3,2024,47049,29205,2448,86.38,124,11532.65,5.2,0.04,1.84,5.07,0.7,133.51,13251.07
CID1417,Brand Awareness Boost,Instagram,Traffic,Story,25-34,Female,Desktop,USA,2024-01-04,1,1,1,2024,4763,4069,278,318.04,15,1733.01,5.84,1.14,66.77,5.4,21.2,5.45,444.9
CID1418,Lead Generation Max,Facebook,Leads,Carousel,25-34,Mixed,Mobile,USA,2024-04-21,16,4,2,2024,49137,33127,2701,54.26,260,19169.67,5.5,0.02,1.1,9.63,0.21,353.29,35229.28
CID1419,Holiday Mega Sale,Instagram,Sales,Story,18-24,Mixed,Mobile,USA,2024-07-22,30,7,3,2024,20131,15133,346,144.23,84,10387.47,1.72,0.42,7.16,24.28,1.72,72.02,7102.02
CID1420,New Product Launch,Instagram,Awareness,Image,25-34,Female,Desktop,USA,2024-10-31,44,10,4,2024,23114,19601,989,38.52,219,5018.19,4.28,0.04,1.67,22.14,0.18,130.27,12927.49
CID1421,New Product Launch,Instagram,Traffic,Carousel,25-34,Male,Desktop,USA,2024-06-10,24,6,2,2024,15314,12157,1002,270.97,172,7829.47,6.54,0.27,17.69,17.17,1.58,28.89,2789.42
CID1422,Brand Awareness Boost,Instagram,Sales,Video,25-34,Mixed,Desktop,USA,2024-09-07,36,9,3,2024,19897,14214,181,21.62,15,711.23,0.91,0.12,1.09,8.29,1.44,32.9,3189.69
CID1423,New Product Launch,Instagram,Sales,Carousel,18-24,Mixed,Desktop,USA,2024-01-06,1,1,1,2024,23123,17479,878,147.82,40,4041.15,3.8,0.17,6.39,4.56,3.7,27.34,2633.83
CID1424,Lead Generation Max,Instagram,Leads,Image,18-24,Mixed,Mobile,USA,2024-07-04,27,7,3,2024,34708,27970,1367,234.23,274,11564.42,3.94,0.17,6.75,20.04,0.85,49.37,4837.21
CID1425,New Product Launch,Instagram,Leads,Video,25-34,Male,Desktop,USA,2024-06-13,24,6,2,2024,8685,6924,266,134.83,24,2684.79,3.06,0.51,15.52,9.02,5.62,19.91,1891.24
CID1426,Website Traffic Growth,Instagram,Sales,Carousel,35-44,Male,Desktop,USA,2024-10-05,40,10,4,2024,25813,23131,861,14.11,199,27249.38,3.34,0.02,0.55,23.11,0.07,1931.21,193021.05
CID1427,Brand Awareness Boost,Instagram,Traffic,Carousel,25-34,Mixed,Desktop,USA,2024-08-14,33,8,3,2024,46988,29317,2657,13.39,624,30089.03,5.65,0.01,0.28,23.49,0.02,2247.13,224612.7
CID1428,Summer Promo Blast,Instagram,Sales,Image,18-24,Male,Desktop,USA,2024-12-23,52,12,4,2024,30644,17307,365,474.22,84,11055.53,1.19,1.3,15.48,23.01,5.65,23.31,2231.31
CID1429,Summer Promo Blast,Instagram,Awareness,Image,25-34,Male,Mobile,USA,2024-02-08,6,2,1,2024,18880,11045,1052,217.55,236,30545.67,5.57,0.21,11.52,22.43,0.92,140.41,13940.76
CID1430,Summer Promo Blast,Facebook,Awareness,Carousel,18-24,Male,Mobile,USA,2024-07-21,29,7,3,2024,31337,25041,1509,251.84,139,19602.9,4.82,0.17,8.04,9.21,1.81,77.84,7683.87
CID1431,Holiday Mega Sale,Facebook,Sales,Story,35-44,Male,Desktop,USA,2024-09-02,36,9,3,2024,36721,27733,464,317.7,99,9747.84,1.26,0.68,8.65,21.34,3.21,30.68,2968.25
CID1432,Website Traffic Growth,Instagram,Awareness,Story,25-34,Male,Mobile,USA,2024-01-14,2,1,1,2024,45308,40576,353,325.44,32,648.97,0.78,0.92,7.18,9.07,10.17,1.99,99.41
CID1433,Conversion Accelerator,Instagram,Leads,Video,25-34,Female,Mobile,USA,2024-06-02,22,6,2,2024,41668,34550,422,279.96,104,4436.57,1.01,0.66,6.72,24.64,2.69,15.85,1484.72
CID1434,Retargeting Strategy,Facebook,Sales,Video,35-44,Mixed,Desktop,USA,2024-04-10,15,4,2,2024,48213,26072,2588,195.63,122,4566.36,5.37,0.08,4.06,4.71,1.6,23.34,2234.18
CID1435,New Product Launch,Instagram,Sales,Video,18-24,Mixed,Desktop,USA,2024-10-13,41,10,4,2024,5469,2655,67,354.28,4,475.72,1.23,5.29,64.78,5.97,88.57,1.34,34.28
CID1436,Conversion Accelerator,Instagram,Sales,Carousel,18-24,Female,Mobile,USA,2024-11-30,48,11,4,2024,42702,27486,389,385.63,8,774.9,0.91,0.99,9.03,2.06,48.2,2.01,100.94
CID1437,Retargeting Strategy,Facebook,Sales,Video,25-34,Mixed,Desktop,USA,2024-03-25,13,3,1,2024,6805,5513,430,78.14,23,2952.64,6.32,0.18,11.48,5.35,3.4,37.79,3678.65
CID1438,New Product Launch,Facebook,Awareness,Video,35-44,Female,Desktop,USA,2024-11-27,48,11,4,2024,30656,20140,1042,310.21,50,1534.98,3.4,0.3,10.12,4.8,6.2,4.95,394.82
CID1439,Website Traffic Growth,Instagram,Sales,Story,25-34,Female,Desktop,USA,2024-09-17,38,9,3,2024,31496,16904,720,30.71,72,6183.47,2.29,0.04,0.98,10.0,0.43,201.35,20035.04
CID1440,Lead Generation Max,Instagram,Leads,Carousel,18-24,Mixed,Mobile,USA,2024-04-22,17,4,2,2024,20748,15350,685,77.34,105,14457.06,3.3,0.11,3.73,15.33,0.74,186.93,18592.86
CID1441,Brand Awareness Boost,Facebook,Sales,Story,35-44,Mixed,Mobile,USA,2024-11-08,45,11,4,2024,45174,18987,2921,313.47,105,11514.62,6.47,0.11,6.94,3.59,2.99,36.73,3573.28
CID1442,Brand Awareness Boost,Facebook,Sales,Video,25-34,Mixed,Mobile,USA,2024-08-18,33,8,3,2024,19672,10158,572,105.83,142,3109.46,2.91,0.19,5.38,24.83,0.75,29.38,2838.16
CID1443,Website Traffic Growth,Instagram,Sales,Image,25-34,Male,Mobile,USA,2024-01-31,5,1,1,2024,8630,5669,385,154.03,70,6678.76,4.46,0.4,17.85,18.18,2.2,43.36,4236.01
CID1444,Brand Awareness Boost,Facebook,Awareness,Story,35-44,Female,Desktop,USA,2024-10-22,43,10,4,2024,17906,12986,1301,376.2,195,21186.55,7.27,0.29,21.01,14.99,1.93,56.32,5531.73
CID1445,Summer Promo Blast,Instagram,Leads,Image,25-34,Male,Mobile,USA,2024-12-15,50,12,4,2024,39386,16945,642,481.8,136,11351.25,1.63,0.75,12.23,21.18,3.54,23.56,2256.01
CID1446,Summer Promo Blast,Instagram,Leads,Story,25-34,Male,Mobile,USA,2024-11-19,47,11,4,2024,14937,7114,196,381.17,32,1257.15,1.31,1.94,25.52,16.33,11.91,3.3,229.81
CID1447,Retargeting Strategy,Facebook,Leads,Image,25-34,Male,Mobile,USA,2024-01-27,4,1,1,2024,33918,20410,1905,243.53,410,34606.75,5.62,0.13,7.18,21.52,0.59,142.1,14110.47
CID1448,Retargeting Strategy,Instagram,Sales,Story,25-34,Mixed,Mobile,USA,2024-09-24,39,9,3,2024,37496,16818,1657,49.13,266,12508.18,4.42,0.03,1.31,16.05,0.18,254.59,25359.35
CID1449,Retargeting Strategy,Instagram,Awareness,Carousel,35-44,Female,Desktop,USA,2024-02-19,8,2,1,2024,36249,21378,1122,261.37,121,16510.44,3.1,0.23,7.21,10.78,2.16,63.17,6216.88
CID1450,Conversion Accelerator,Instagram,Traffic,Image,18-24,Mixed,Desktop,USA,2024-02-05,6,2,1,2024,34314,29122,1888,284.25,95,13271.21,5.5,0.15,8.28,5.03,2.99,46.69,4568.85
CID1451,Retargeting Strategy,Facebook,Awareness,Story,35-44,Mixed,Mobile,USA,2024-09-18,38,9,3,2024,30989,20441,469,389.8,49,3310.31,1.51,0.83,12.58,10.45,7.96,8.49,749.23
CID1452,Retargeting Strategy,Instagram,Leads,Image,35-44,Male,Mobile,USA,2024-05-16,20,5,2,2024,15302,13389,431,388.42,23,2870.08,2.82,0.9,25.38,5.34,16.89,7.39,638.91
CID1453,New Product Launch,Facebook,Sales,Image,18-24,Male,Mobile,USA,2024-05-26,21,5,2,2024,42820,33386,3269,63.41,164,20116.85,7.63,0.02,1.48,5.02,0.39,317.25,31625.04
CID1454,Website Traffic Growth,Facebook,Sales,Carousel,18-24,Male,Desktop,USA,2024-05-30,22,5,2,2024,34928,18617,613,65.09,78,9787.76,1.76,0.11,1.86,12.72,0.83,150.37,14937.27
CID1455,New Product Launch,Facebook,Traffic,Video,25-34,Mixed,Desktop,USA,2024-07-30,31,7,3,2024,45835,39866,819,447.75,63,2845.83,1.79,0.55,9.77,7.69,7.11,6.36,535.58
CID1456,Holiday Mega Sale,Facebook,Awareness,Carousel,35-44,Mixed,Desktop,USA,2024-01-18,3,1,1,2024,8038,4349,469,50.18,106,2817.39,5.83,0.11,6.24,22.6,0.47,56.15,5514.57
CID1457,Retargeting Strategy,Facebook,Sales,Video,18-24,Male,Mobile,USA,2024-09-24,39,9,3,2024,35672,29922,2732,144.12,628,66285.93,7.66,0.05,4.04,22.99,0.23,459.94,45893.57
